Name;Web of Science Documents;Category Normalized Citation Impact;Times Cited;Highly Cited Papers;Publication Year
6.05 Other Humanities;1;0,00;0;0;1985
6.05 Other Humanities;2;0,00;0;0;1986
6.05 Other Humanities;1;0,00;0;0;1987
6.05 Other Humanities;1;0,50;1;0;1990
6.05 Other Humanities;1;0,00;0;0;1991
6.05 Other Humanities;1;0,00;0;0;1992
6.05 Other Humanities;3;0,00;0;0;1993
6.05 Other Humanities;1;0,00;0;0;1994
6.05 Other Humanities;1;0,00;0;0;1995
6.05 Other Humanities;3;4,89;34;0;1997
6.05 Other Humanities;8;1,06;19;0;2002
6.05 Other Humanities;3;0,00;0;0;2003
6.05 Other Humanities;4;0,00;0;0;2004
6.05 Other Humanities;6;0,34;5;0;2005
6.05 Other Humanities;13;0,35;10;0;2006
6.05 Other Humanities;14;0,66;15;0;2007
6.05 Other Humanities;11;0,23;5;0;2008
6.05 Other Humanities;17;0,32;11;0;2009
6.05 Other Humanities;21;0,18;7;0;2010
6.05 Other Humanities;37;0,15;9;0;2011
6.05 Other Humanities;29;0,19;8;0;2012
6.05 Other Humanities;29;0,29;11;0;2013
6.05 Other Humanities;34;0,44;15;0;2014
6.05 Other Humanities;47;0,30;12;0;2015
6.05 Other Humanities;60;0,40;14;0;2016
6.05 Other Humanities;41;0,47;7;0;2017
6.05 Other Humanities;54;0,10;1;0;2018
6.05 Other Humanities;24;0,00;0;0;2019
;;;;;
Filter Summary:;;;;;
Dataset: InCites Dataset + ESCI;;;;;
Schema:  OECD;;;;;
Document Type:  [Article, Review, Letter, Note];;;;;
Organization Name:  [University of Granada];;;;;
;;;;;
Exported date  2020-01-22. ;;;;;
InCites dataset updated  Jan 3, 2020. Includes Web of Science content indexed through Nov 30, 2019;;;;;
